"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","result_label","result_score","tr001_modele_dpe_type_libelle","tr002_type_batiment_description"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",220,"D",11,"C",1948,104.5,47.294733,0.028720999999999997,"42 Rue du Bois Clairay 49650 Allonnes",0.94,"Location","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-11",212,"D",63,"F",1948,124,49.595490999999996,-1.717618,"Le Manoir 50690 Teurthéville-Hague",0.84,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-18",301.95,"E",15.35,"C",1996,55,49.245055,4.048525,"91 bis Boulevard Henry Vasnier 51100 Reims",0.83,"Vente","Logement"
"Méthode Facture",,"2013-04-30",570,"G",63,"E",1947,354.2,48.642989,4.946567,"Place du Marechal Leclerc 52100 Saint-Dizier",0.95,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",219,"D",51,"E",1948,105,48.05785,-0.764832,"10 Rue Jules Simon 53000 Laval",0.96,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-15",227,"D",53,"E",1947,52,48.681613,6.16723,"58 Rue Pasteur 54000 Nancy",0.96,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",363,"F",85,"G",1948,114,48.779882,5.173857,"26 Allée de Bretagne 55000 Bar-le-Duc",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-10",228.21,"D",35.76,"D",1947,197,48.037641,-3.338425,"Liscuich 56540 Saint-Caradec-Trégomel",0.78,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-11",454.77,"G",88.51,"G",1960,217,49.0989,6.714622,"8 Rue des Vergers 57500 Saint-Avold",0.79,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",212,"D",11,"C",2005,91,49.426404999999995,3.361151,"Le Chateau 02880 Clamecy",0.29,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-16",172,"D",5,"A",1947,94,50.758093,3.002539,"13 Rue Sans Pave 59560 Comines",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-12",395,"F",92,"G",1948,90,49.400735,2.810336,"4 Rue Jean Lhuillier 60200 Compiègne",0.96,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-15",232,"E",7,"B",1947,120,48.632588,-0.552711,"3 Rue du Mont Oger 61700 Dompierre",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-13",589.9,"G",52.49,"E",1952,51.77,50.465979,1.589028,"126 Rue des Flaques 62155 Merlimont",0.78,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-04",117.29,"C",35.19,"D",1900,68,45.432241999999995,3.3413769999999996,"4 Rue de la Chaussade 63570 Jumeaux",0.78,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-15",0,"N",0,"N",1947,23.21,43.371454,-1.785307,"123 Boulevard de la Mer 64700 Hendaye",0.67,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-04-11",538.77,"G",122.47,"G",1957,67.09,43.207905,0.097102,"Impasse Gabriel Péri 65430 Soues",0.81,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-05",321.88,"E",77.9,"F",1969,94.5,42.604011,2.402329,"6 Rue du Pla 66500 Ria-Sirach",0.75,"Location","Maison Individuelle"
"Méthode Facture",,"2013-04-16",185,"D",55,"E",1947,84.5,48.582082,7.734211999999999,"43 Rue du Faubourg National 67000 Strasbourg",0.96,"Location","Logement"
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1930,100.8,48.262865999999995,7.226121000000001,"60 Rue Maurice Burrus 68160 Sainte-Croix-aux-Mines",0.83,"Vente","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-10",254,"E",47,"E",1978,97,46.096197,4.325061,"Impasse des Pins 69470 Cours",0.67,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-22",116.6,"C",27.28,"D",1947,69.8,47.572825,6.768422999999999,"64 Avenue Jean Jaurés 70400 Héricourt",0.81,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",294,"E",16,"C",2006,87,46.487246999999996,4.100576,"Les Plaines 71600 Saint-Léger-lès-Paray",0.82,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-11",277.94,"E",14.41,"C",1975,165.94,,,,,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-29",225,"D",52,"E",2001,37.5,45.548632,5.986117,"57 Av Louis Domenget 73190 Challes-les-Eaux",0.81,"Vente","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-11",0,"N",0,"N",1975,20.9,46.181457,6.719702000000001,"Rte d'Avoriaz 74110 Morzine",0.35,"Vente","Logement"
"Méthode Facture",,"2013-04-11",692,"G",22,"D",1947,23.86,48.890654999999995,2.378637,"32 Rue de Joinville 75019 Paris",0.96,"Vente","Logement"
"3CL - DPE","V2012","2013-04-03",299.81,"E",17.4,"C",1975,115,49.719264,0.328042,"73 Rue des Pres 76400 Froberville",0.77,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-10",353.56,"F",18.79,"C",2001,60,49.003412,3.015376,"4 Rue de la Briqueterie 77440 Isles-les-Meldeuses",0.82,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-12",163.01,"D",38.14,"E",1980,98.07,48.768958000000005,2.0416819999999998,"3 Rue Christophe Colomb 78180 Montigny-le-Bretonneux",0.85,"Vente","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-11",184,"D",8,"B",1989,66,46.36373,-0.108778,"10 Route de Salles 79800 La Mothe-Saint-Héray",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-09",211,"D",49,"E",1947,128,50.004486,2.648866,"26 Rue Anicet Godin 80300 Albert",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-29",201.56,"D",10.37,"B",2012,107.4,43.660218,2.025675,"Route du Château 81220 Serviès",0.55,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-18",103.5,"C",6.69,"B",1950,249.79,43.999676,1.4089049999999999,"2173 Route de Saint- Martial 82000 Montauban",0.72,"Vente","Maison Individuelle"
"Facture","facture","2013-04-09",0,"N",0,"N",6060,80,43.629306,6.224362,"13 Rue Montolivet 83630 Aups",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",335,"F",17,"C",1975,115.85,43.883174,5.299359,"Le Jas 84220 Roussillon",0.66,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",131,"C",23,"D",1989,117.5,46.784521000000005,-1.423033,"17 Rue des Charmes 85170 Bellevigny",0.66,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-12",193,"D",10,"B",2001,123.45,46.470158000000005,0.06944,"5 Cité du Champ de la Croix 86600 Jazeneuil",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-11",390.6,"F",23.83,"D",1981,135.4,45.876864000000005,0.969657,"12 Route de la Ribière du Bouchet 87200 Saint-Brice-sur-Vienne",0.78,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-11",128,"C",2,"A",1947,95,48.408898,6.8431619999999995,"18 Rue Wessval 88110 Raon-l'Étape",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-02",227.91,"D",53.33,"E",1930,112,48.326836,3.082023,"20 Rue des Buttes 89340 Villeblevin",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",487,"G",114,"G",1948,95,47.624074,6.848124,"1 Rue Claude Bernard 90000 Belfort",0.96,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-10",177,"D",41,"E",1984,79.04,48.720263,2.467665,"7 Rue Georges Bizet 91560 Crosne",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-16",379,"F",12,"C",1947,31,48.921945,2.284864,"66 Rue Robert Dupont 92600 Asnières-sur-Seine",0.96,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",347,"F",81,"G",1948,74,48.943676,2.587143,"54 Rue de Normandie 93290 Tremblay-en-France",0.95,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-12",439,"F",102,"G",1948,64.34,48.840784,2.46905,"86 Boulevard Gambetta 94130 Nogent-sur-Marne",0.72,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",344,"F",19,"C",1989,39,49.048552,2.010755,"3 Place des 3 Gares 95800 Cergy",0.63,"Vente","Logement"
"3CL","Version 1.3","2013-04-08",319.91,"E",18.2,"C",1976,102.38,45.947484,4.733061,"212 Chemin de la Bruyere 01600 Saint-Bernard",0.75,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-23",373.3,"F",19.83,"C",1949,48,49.662401,3.3672769999999996,"3 Rue du Petit Poncelet 02800 La Fère",0.79,"Vente","Logement"
"Méthode Facture",,"2013-04-24",192,"D",2,"A",1947,250,46.159156,3.285443,"Route d'Escurolles 03110 Saint-Pont",0.65,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",571,"G",34,"D",1983,57,43.777852,6.10655,"Chemin de Sainte Croix (Montagnac) 04500 Montagnac-Montpezat",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",631,"G",38,"E",1978,44,44.622541999999996,6.634919,"Rue Centrale 05600 Risoul",0.46,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",63,"B",14,"C",2006,95.45,43.628504,7.119403,"822 Avenue de Vaugrenier 06270 Villeneuve-Loubet",0.63,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",279,"E",3,"A",1948,173,44.649904,4.659078,"Quartier Cix 07400 Saint-Martin-sur-Lavezon",0.73,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,60,49.778296999999995,4.734991,"19 Rue de Saint Aubin 08000 Charleville-Mézières",0.7,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",123,"C",28,"D",1989,131.79,47.372479999999996,4.361428,"Rue du Moulin à Vent 21390 Nan-sous-Thil",0.2,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",246,"E",14,"C",2006,103.38,48.165845000000004,4.224377,"22 Rue des Dahlias 10260 Saint-Parres-lès-Vaudes",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",195,"D",9,"B",1989,35,43.114703000000006,3.107654,"Résidence Bora Bora 11430 Gruissan",0.77,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-10",477.58,"G",122.91,"G",1974,76.43,44.300647999999995,2.567303,"Camps de Serin 12450 Luc-la-Primaube",0.46,"Location","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-12",210,"D",12,"C",1981,94.32,43.293064,5.450856,"Boulevard de la Pomme 13011 Marseille",0.5,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-14",287,"E",15,"C",1989,95,49.147467999999996,-0.48535,"8 Clos des Pommiers 14790 Mouen",0.83,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",269,"E",63,"F",1948,108,44.930221,2.4342189999999997,"15 Rue des Alouettes 15000 Aurillac",0.95,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-04-09",28.26,"A",6.61,"B",2006,87.5,45.63127,0.166008,"Hameau des Rossignols 16000 Angoulême",0.76,"Neuf","Maison Individuelle"
"3CL - DPE","V2012","2013-04-12",185.9,"D",3.54,"A",1949,136.58,45.773156,-1.155143,"55 Rue de la Garde 17390 La Tremblade",0.52,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-25",0,"N",0,"N",1800,77.32,,,,,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-16",122,"C",3,"A",1947,58,45.157563,1.533088,"26 Rue Saint Martin 19100 Brive-la-Gaillarde",0.96,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",189,"D",7,"B",2001,50.52,47.350359000000005,5.0508440000000006,"27 Place Granville 21000 Dijon",0.59,"Vente","Logement"
"FACTURE","VERSION_2012","2013-05-01",410.77,"F",13.37,"C",1947,70,,,,,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-23",678.34,"G",36.63,"E",1966,92,46.219522,1.779122,"1 Pautour 23320 Saint-Vaury",0.73,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",226,"D",10,"B",2006,90,44.829223999999996,1.286391,"Lieu Dit Pech de Pleyvere 24200 Carsac-Aillac",0.72,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",638,"G",168,"G",1948,90,47.503561,6.796158999999999,"28 Rue de la Beuse aux Loups 25200 Montbéliard",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",209,"D",49,"E",1948,103.89,44.856448,4.909807,"15 Rue des Blacheres 26800 Beauvallon",0.75,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-22",166.83,"D",39.03,"E",2008,106,49.173853,1.354522,"La Maison Rouge 27940 Le Val d'Hazey",0.26,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",380,"F",21,"D",1948,77,48.569117999999996,1.601905,"18 Rue de la Villeneuve 28130 Houx",0.85,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-23",240.53,"E",53.8,"E",1968,96.74,47.856283000000005,-4.038611,"15 Chemin de Ménez Rouz 29170 Fouesnant",0.63,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",138,"C",32,"D",7000,94.73,41.912293,8.712836,"Monte Cacalovo 20000 Ajaccio",0.47,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",130,"C",5,"A",2006,129.59,42.808454,9.486828,"Cudicciu 20233 Sisco",0.59,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-09",185,"D",7,"B",1989,73,43.787507,4.197182,"7 Avenue Frederic Mistral 30420 Calvisson",0.95,"Vente","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-09",221,"D",11,"C",2001,49.41,43.60443,1.364101,"10 Rue de Nego Saoumos 31300 Toulouse",0.89,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",448,"F",57,"F",1948,92,43.759473,0.304315,"13 Rue Lafayette 32190 Vic-Fezensac",0.94,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-10",160,"D",7,"B",2006,127.88,44.646149,-0.501876,"10 Allée de l'Esprit des Lois 33650 Saint-Morillon",0.85,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-09",437,"F",42,"E",1948,43.86,43.613524,3.8549889999999998,"30 Rue François Villeneuve 34070 Montpellier",0.66,"Location","Logement"
"Facture","facture","2013-04-12",0,"N",0,"N",1948,30,47.923978000000005,-2.057677,"La Giguais 35330 Val d'Anast",0.45,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-12",204,"D",31,"D",1947,147,46.475722999999995,2.148057,"Le Champ Grelat 36160 Pérassay",0.5,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-11",112.31,"C",33.69,"D",1900,133.07,47.440838,0.585622,"62 Rue Principale 37390 Saint-Roch",0.77,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-05",217,"D",65,"F",1,50.46,45.340267,5.050342,"67 Chemin du Plein - Ciel 38270 Beaurepaire",0.59,"Vente","Logement"
"3CL - DPE","V2012","2013-05-04",262.83,"E",10.11,"B",1975,88,46.872955,5.434772,"1 Chemin de la Louvaire 39230 Rye",0.76,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",179,"D",8,"B",2006,95,43.935552,-0.520426,"Route de Loubit 40090 Uchacq-et-Parentis",0.94,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-15",200.64,"D",60.19,"F",1974,164.67,47.496332,1.114069,"22 Route de la Grivelière 41150 Mesland",0.7,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-09",318.57,"E",74.55,"F",1970,75.93,45.433924,4.415696,"146 Rue de la Richelandiere 42100 Saint-Étienne",0.85,"Vente","Logement"
"3CL - DPE","V2012","2013-04-04",329.24,"E",18.54,"C",2008,91.64,45.402658,3.3117970000000003,"3 Impasse Marielle et Elvire Barbier 43250 Sainte-Florine",0.54,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-11",319.73,"E",17.31,"C",2002,82.2,47.27738,-1.288159,"3 Rue Sainte-anne 44450 Divatte-sur-Loire",0.53,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-15",319.72,"E",17.91,"C",2004,43.04,47.858104,1.9045729999999998,"430 Boulevard Victor Hugo 45160 Olivet",0.81,"Location","Logement"
"3CL - DPE","V2012","2013-05-07",201.16,"D",45.34,"E",1974,201,44.700764,1.414671,"Cote de Souillaguet 46300 Saint-Cirq-Souillaguet",0.57,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-02",149.26,"C",7.26,"B",1991,124,44.396257,0.801251,"5 Rue des Terrasses du Lot 47140 Saint-Sylvestre-sur-Lot",0.67,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-07",0,"N",0,"N",1947,75,44.558617,3.8336690000000004,"Prat Claux (Chasseradès) 48190 Mont Lozère et Goulet",0.37,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",621,"G",38,"E",1948,86,47.375646,-0.106529,"13 Rue des Champs-renault 49160 Longué-Jumelles",0.8,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",285,"E",85,"G",1948,140,49.549797999999996,-1.6920549999999999,"7 Hameau les Connétables 50690 Couville",0.73,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-24",300,"E",16,"C",1978,98,48.710245,4.586657,"17 Rue des Sorbiers 51300 Frignicourt",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",155,"D",7,"B",2004,152,48.03107,5.444182,"7 Rue Charles Cornevin 52140 Is-en-Bassigny",0.89,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",260,"E",54,"E",1948,85,48.541616,-0.20601399999999997,"19 Rue des Vieux Métiers 53140 Lignières-Orgères",0.88,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-15",324.64,"E",18.68,"C",1974,56.08,49.513855,5.759493,"14 Rue Jacob Weill 54400 Longwy",0.68,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-17",0,"N",0,"N",1947,68,48.602557,5.681586,"4 Rue de Rouvau 55140 Chalaines",0.9,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-10",355,"F",80,"F",1948,65,47.593871,-2.916681,"27 Rue du Lanno 56870 Baden",0.82,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-12",292.08,"E",87.62,"G",1960,152.8,49.194924,6.574349000000001,"39 Rue de la Forêt 57220 Coume",0.75,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",212,"D",11,"C",2005,91,49.426404999999995,3.361151,"Le Chateau 02880 Clamecy",0.29,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",137,"C",32,"D",1983,159,50.675697,2.876853,"32 Rue du Docteur Schweitzer 59930 La Chapelle-d'Armentières",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",272,"E",16,"C",1948,150,49.406366999999996,2.116708,"16 Rue de Villers 60000 Allonne",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",570,"G",35,"D",1948,52,48.639026,-0.209786,"8 Rue des 5 Martins 61150 Rânes",0.69,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-12",250.75,"E",58.68,"F",1930,118.6,50.52898,2.6284490000000003,"120 Rue de Fouquereuil 62400 Béthune",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-12",0,"N",0,"N",1920,42,45.444084000000004,3.2878160000000003,"Rue des Combes 63570 Beaulieu",0.74,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-17",54.04,"B",12.65,"C",1850,53.38,43.297323,-0.36445900000000003,"11 Rue Mathieu Lalanne 64000 Pau",0.78,"Vente","Logement"
"3CL - DPE","V2012","2013-04-15",646.25,"G",40.7,"E",1956,88.7,43.102984,-0.170491,"Rue du Lupy 65270 Saint-Pé-de-Bigorre",0.78,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-04",0,"N",0,"N",1900,65,42.568255,2.3229599999999997,"45 Rue du Sola 66360 Serdinya",0.64,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-17",302.14,"E",15.89,"C",1983,59,48.271844,7.400608,"13 Rue Clemenceau 67730 Châtenois",0.79,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",289,"E",86,"G",1978,89,47.823119,7.356256,"5 Rue du 1er Mai 68270 Ruelisheim",0.94,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-10",117,"C",27,"D",1948,95,46.100252000000005,4.322396,"2 Rue General Leclerc 69470 Cours",0.75,"Location","Logement"
"3CL - DPE","V2012","2013-04-23",224.98,"D",12.56,"C",1947,128,47.644767,6.677225999999999,"4 Route de Champagney 70400 Étobon",0.78,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-18",0,"N",0,"N",1947,76,46.6303,3.9784,"La Chapelle-au-Mans",0.68,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",154,"D",36,"E",1948,168,48.000986,0.18195,"123 Rue de la Grande Maison 72000 Le Mans",0.96,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",313,"E",73,"F",1947,60,45.271198,6.354146,"R des Chaudannes 73300 Saint-Jean-de-Maurienne",0.69,"Location","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-11",507,"G",27,"D",1975,20.9,46.181457,6.719702000000001,"Rte d'Avoriaz 74110 Morzine",0.35,"Vente","Logement"
"Méthode Facture",,"2013-04-11",324,"E",75,"F",1947,54.89,48.840033,2.39799,"7 Rue du Docteur Goujon 75012 Paris",0.96,"Vente","Logement"
"3CL - DPE","V2012","2013-04-10",251.07,"E",58.75,"F",1965,61.8,49.756754,0.372155,"Rue de Barry 76400 Fécamp",0.72,"Vente","Logement"
"FACTURE","VERSION_2012","2013-04-11",104.95,"C",1.62,"A",1900,54,48.947593,3.133302,"Rue de Condé 77260 La Ferté-sous-Jouarre",0.74,"Location","Logement"
"FACTURE","VERSION_2012","2013-04-12",261.42,"E",0,"A",1970,8.75,48.81497,2.137595,"9 Rue Mansart 78000 Versailles",0.77,"Vente","Logement"
"3CL - DPE","V2012","2013-04-10",398.09,"F",86.58,"G",1963,71.5,46.823741999999996,-0.660334,"1 Rue Bir Hakeim 79140 Cerizay",0.64,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-11",196,"D",36,"E",1947,154,50.006318,2.648118,"19 Rue Félix Faure 80300 Albert",0.87,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",161,"D",37,"E",1948,142.44,43.910166,2.141866,"19 Chemin de Mézard 81000 Albi",0.96,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-24",234.65,"E",4.47,"A",1999,99.86,44.033073,1.3548229999999999,"990 Avenue de Falguières 82000 Montauban",0.82,"Vente","Maison Individuelle"
